,cs1,cs2
0,22.185536304598443,1298.616846598222
1,14.338202551936362,1015.7898955807817
2,13.266945459723297,1845.541234493239
3,12.53197801974109,1914.571351277836
4,16.330878882251064,1867.2018586978127
5,23.6499920636799,1525.5258367624572
6,10.130485096246728,1328.9234057467143
7,15.397278208129908,1581.9884105771148
8,14.679903899755185,2019.672681604631
9,19.93137989874923,1455.54922744778
10,13.830589248106389,2213.765642455111
11,17.21828893219682,1682.192191524022
12,13.59450350326005,1865.5352476373214
13,16.91844550955255,1733.1118239202242
14,17.446648870505307,1665.3120223181359
15,15.55350611419328,2414.185736459495
16,18.622853213374334,1581.7879302338802
17,6.191223969235197,2156.9713234695023
18,28.013663604440776,1601.087051881356
19,13.005770618887581,1899.5279814026853
20,19.740293381,1873.938511612602
21,27.982723349667836,1523.4896599613407
22,20.439191711892565,1607.890470257297
23,13.740981952478965,2149.7229932509276
24,14.964417083379923,1785.3028579589345
25,12.108110374857173,1644.1811512003287
26,21.8766490699178,1532.667560321384
27,12.390313039249673,1645.835296192158
28,15.007583771311879,1085.815684435638
29,10.65088538074358,2117.130881405895
30,29.84976847318495,2193.49120140008
31,17.79380277899629,1452.3767817094906
32,18.09408113929778,1796.338260692829
33,15.519435122636269,1662.2571194299687
34,12.144122094038133,1765.9020255492649
35,11.779436096230146,1537.685312563597
36,13.610573275824438,1162.5062021002595
37,25.415692817058215,1461.2382879130967
38,13.286179289737724,1715.478669954778
39,13.517249651487992,1884.5718259924342
40,9.465343770830177,1935.6035368361322
41,21.505883189351717,2347.6576462425396
42,8.517733395837617,2030.8068707865827
43,12.917760780241792,2278.6647759718176
44,8.51881248755723,2190.17173238543
45,12.993548318606539,1535.7473608185892
46,8.798072705815441,1945.0668565032802
47,19.922255632655386,1881.1325179853652
48,22.96291225734118,1821.883827241907
49,11.095299359581752,1922.0349186663323
50,20.774540309209588,1537.8332909269798
51,14.297721355188402,1306.279867013097
52,13.312104700696656,2074.754161555224
53,13.773590598150555,1943.218308729935
54,12.946517693744443,1216.1026427608422
55,6.9708614971859095,1734.8880704877092
56,12.41074543610741,1784.605490267427
57,26.737223699739857,1972.4673757462601
58,12.959878717976398,1709.2782200883607
59,19.7259889126518,1319.450269319681
60,17.101899179940688,1724.861100510771
61,17.58643907269718,1658.5410457539638
62,16.61061402439458,1965.117872300135
63,20.536168458079786,1458.735425133632
64,5.839136797103958,2064.3410898986526
65,15.5181785989513,1506.0075623429082
66,21.388649594781974,2010.1969481821043
67,17.634846390715733,1789.8930065467064
68,14.927919286036424,1628.3208972597245
69,16.334224788417455,1660.2426663176805
70,20.379161965049956,1122.9073937305652
71,13.995104413389578,1706.003014736761
72,20.198432034495227,1834.0894191646125
73,17.650993297628393,2133.585543361971
74,14.506770895471746,1677.9670754613876
75,20.4565701072525,1617.798622044885
76,17.517974413085692,1601.4814802608166
77,16.570820832688735,1597.3655325582847
78,12.707059620007387,1594.9570235101892
79,10.479998766193603,1638.23618829493
80,13.719684311895014,1730.2731261553718
81,17.72234364115474,1338.0812494192455
82,8.999100260116556,2087.087955574479
83,13.293682893572331,1530.6021121530248
84,10.677183158383915,1576.6693174352731
85,10.768030198800053,1302.3929242607871
86,17.02036477303772,1621.4656096926694
87,19.32053362747658,1791.8745685941897
88,14.066575220115729,1705.8744739114682
89,15.217091437322505,1926.9673438534553
90,24.231663983262667,1852.1264438755668
91,9.01017989225919,1596.774386140036
92,13.893808560770996,1846.9003758986084
93,11.926085974757212,2025.3904385674414
94,19.972783519607503,1982.5637923925933
95,14.013794431543168,1877.7850698931109
96,5.100851074595759,1876.008777647198
97,25.374967074521003,1944.4350967532903
98,12.87471697478672,1572.7352778161942
99,13.431926570312426,1397.7236743187045
100,13.793612631226999,2394.79670182893
101,29.910225621367324,1827.040476317656
102,19.47080243637178,1308.2835690271397
103,9.174997028255014,2408.040645128887
104,6.0719620750898065,2098.1183418327264
105,15.015496993832455,1422.2106498065823
106,17.11214415628448,2091.513211347749
107,14.603078412200517,1579.8996155382918
108,26.73264749465126,1773.7423205331595
109,21.578674391454268,1805.262747223944
110,21.89466911696421,1956.458874977912
111,11.966724725254998,1978.7448603353193
112,9.63632442116307,1521.1158249186342
113,22.152530769281768,1601.5336790653764
114,22.636992224873637,2358.0978151321087
115,14.961003843920672,2445.947720594096
116,22.45080753671651,1214.4370909051415
117,13.233343039216564,1030.6094346690475
118,19.382509897172035,1719.6068284628918
119,17.233410043997594,2096.9277574942507
120,13.5264759909902,1650.2382638159315
121,5.424465180588452,1025.1733455132635
122,18.569991706971617,2189.697768253873
123,15.707074974653032,1761.1909458885393
124,15.708277363257727,1573.9598537557076
125,17.30389220619993,1496.0579525036856
126,11.569171345936496,1689.2907650527113
127,17.051347809574278,1188.9899857206467
128,15.490506482260809,2117.255884175181
129,20.417674919208054,1846.2813089210497
130,28.55813574843744,1956.9973374599792
131,24.65013630873309,1520.3661248356107
132,14.861073628193814,1430.7322712300747
133,10.41864350362031,1696.4841133450038
134,21.39300331194097,1756.460786971617
135,15.06611611265603,1567.573852110669
136,4.550074290966215,2226.1394948361994
137,20.567840036122565,1487.6970776104483
138,10.462805340808009,1863.7888596682626
139,15.067728047261058,1611.8817494265363
140,12.143766640442072,2000.1340421006012
141,18.193925802349003,1956.2930228399837
142,5.835222573776851,2328.24841285312
143,14.346657240616096,1682.1409222723355
144,13.016375650342631,1875.3483141049774
145,13.457870918327593,1571.4408699970709
146,22.43095216362128,1832.4271145676364
147,20.540148989799068,2124.927056852669
148,8.807917363233706,2278.114806687063
149,14.947838804227905,1835.5730790635719
150,18.25949185032138,1418.4791065883476
151,16.865496668491225,1645.3216371539227
152,18.04153091614765,2149.5645699349766
153,17.00821118353717,1929.3849704027123
154,15.004146209568091,1782.2904631948168
155,14.97679863175022,2157.19250557936
156,9.284408179989807,2165.855564312513
157,14.545461249692943,1243.4606339316756
158,20.278482424788454,1928.2561461547991
159,15.377974234711191,1913.3880287518243
160,13.093043831662227,1581.373420187117
161,13.855521102617368,1584.011066610362
162,15.952043863247127,2205.5277188861414
163,8.585853895381746,1503.7189675774691
164,20.2666427041167,1871.3185639611502
165,14.918257196957653,2083.452349690668
166,26.050652035269707,1539.3319016580383
167,22.948998163052764,1853.6149743318463
168,5.083531048513893,1668.4554192404669
169,21.018932866511506,1283.333596513501
170,11.389981810672342,1698.8616215729273
171,13.852238930345258,1772.805473457785
172,10.803622134191698,2171.637114119496
173,15.812389176139604,1224.2998014306777
174,11.744574926902025,1505.7385514923017
175,11.850984667281212,1579.5572179264843
176,20.299107383331574,1098.678390875734
177,10.242690331695126,2033.5391944049702
178,21.669060878707207,1446.8244416372136
179,20.312767261433397,1691.4137711317592
180,26.631622198507742,2206.4316513727063
181,8.280548726390617,1509.127266392153
182,10.790489777378951,1707.924614013768
183,2.5111950258883335,1964.9780309429439
184,18.009698769245492,1857.2279412440134
185,22.14982732224912,1990.692921067087
186,19.447807568809232,2392.46069382307
187,18.34664278993255,1410.2860398571272
188,18.33972298246684,2115.683554028322
189,12.121827147325973,1676.801609185306
190,11.268971416310666,2227.5905474739257
191,11.82783643844109,1652.0544959169747
192,18.31220769785158,1662.0147968694855
193,9.901943974198769,1788.8914029025334
